208,93.4974,20000
209,93.4974,20100
210,93.4974,20100
211,93.4974,20000
212,93.6731,20900
213,93.6731,19500
214,93.4974,18500
215,93.4974,18600
216,93.4974,18600
217,93.4974,18700
218,93.4974,18600
219,93.4974,18700
220,93.4974,18600
221,93.4974,18600
222,93.4974,18700
223,93.4974,18700
224,93.4974,18600
225,93.4974,18700
226,93.4974,18500
227,93.4974,18500
228,93.4974,9300
229,93.6731,13400
230,93.6731,13800
231,93.6731,13800
232,93.6731,13800
233,93.6731,13800
234,93.6731,13500
235,93.6731,13200
236,92.7944,5000
237,92.7944,4800
238,92.7944,4700
239,92.7944,4800
240,92.6186,4800
241,92.7944,4800
242,92.4429,5400
243,92.4429,5500
244,92.4429,1700
245,92.6186,1900
246,92.4429,1800
247,92.4429,2100
248,92.6186,1900
249,92.6186,1900
250,92.7944,2100
251,92.4429,1800
252,92.6186,1800
253,92.6186,1900
254,92.7944,2100
255,92.7944,5500
256,92.7944,5400
257,91.9156,44100
258,91.9156,45000
259,91.9156,44600
260,93.3216,50400
261,93.3216,74600
262,93.3216,75200
263,93.3216,75600
264,93.3216,75300
265,93.3216,74900
266,93.3216,75500
267,93.3216,75700
268,93.3216,75300
269,93.3216,75200
270,93.3216,75700
271,93.3216,75500
272,93.3216,75000
273,93.3216,75000
274,94.0246,98200
275,93.8489,94900
276,93.8489,94900
277,93.8489,94500
278,93.8489,88200
279,93.8489,95000
280,93.8489,88600
281,93.6731,87500
282,93.6731,85300
283,93.6731,85400
284,93.6731,84700
285,93.4974,84400
286,93.4974,71100
287,91.7399,77000
288,91.5641,63000
289,91.3884,36100
290,91.3884,35500
291,91.5641,63300
292,91.5641,62600
293,91.5641,56600
294,91.5641,53200
295,91.5641,54600
296,91.5641,53100
297,91.5641,52900
298,91.5641,53000
299,92.4429,1500
300,92.6186,1500
301,93.6731,85300
302,93.6731,95800
303,93.6731,97600
304,93.6731,97900
305,93.6731,97400
306,93.6731,97500
307,93.6731,97700
308,93.6731,97700
309,93.6731,96900
310,93.6731,97500
311,93.6731,96900
312,93.6731,97300
313,93.6731,97400
314,93.6731,97000
315,93.6731,97700
316,93.6731,97500
317,93.6731,97300
318,93.6731,97400
319,93.6731,97600
320,93.6731,96900
321,93.6731,97000
322,93.6731,97400
323,93.6731,97700
324,93.6731,97000
325,93.6731,97200
326,93.6731,97700
327,93.6731,97600
328,93.6731,97700
329,93.6731,15600
330,93.3216,63100
331,93.3216,60000
332,93.3216,60400
333,93.3216,60600
334,93.3216,60300
335,93.6731,3900
336,93.4974,4900
337,93.3216,4700
338,93.3216,4700
339,93.4974,5000
340,93.4974,5000
341,93.6731,7500
342,93.6731,7700
343,93.6731,7700
344,93.4974,71700
345,93.4974,91700
346,93.4974,89100
347,93.4974,88900
348,93.4974,88900
349,93.4974,88500
350,93.4974,88700
351,93.4974,88900
352,93.4974,88800
353,93.4974,88700
354,93.4974,88400
355,93.4974,11100
356,93.4974,11300
357,93.4974,11200
358,93.4974,10200
359,93.4974,10600
360,92.7944,1700
361,92.7944,1600
362,92.9701,1900
363,92.7944,1800
364,92.7944,1800
365,92.9701,1800
366,92.6186,1600
367,92.6186,1600
368,91.7399,1400
369,91.9156,3100
370,92.2671,2300
371,91.2127,1400
372,91.3884,1500
373,91.2127,1300
374,91.5641,1500
375,91.3884,1500
376,91.2127,1400
377,91.7399,1500
378,92.7944,2000
379,92.7944,2100
380,92.7944,2000
381,92.7944,3600
382,92.7944,2000
383,92.7944,2000
384,92.9701,3000
385,92.9701,2900
386,92.9701,2900
387,93.3216,3200
388,91.0369,93100
389,92.2671,66400
390,92.2671,60800
391,92.2671,59900
392,92.7944,1900
393,92.9701,3000
394,92.9701,3000
395,93.4974,8200
396,93.6731,11100
397,93.6731,11600
398,93.4974,71100
399,93.4974,71400
400,93.4974,71100
401,93.6731,2600
402,93.6731,13800
403,93.6731,14900
404,93.6731,15000
405,92.9701,99800
406,92.6186,94900
407,92.6186,95500
408,92.6186,1600
409,92.9701,2200
410,92.9701,2300
411,92.9701,2300
412,92.9701,2300
413,92.6186,95500
414,92.6186,95400
415,92.6186,95600
416,92.6186,95700
417,92.6186,1400
418,92.7944,2200
419,92.7944,2200
420,92.7944,2200
421,92.7944,2200
422,92.7944,2200
423,92.7944,2300
424,92.7944,2300
425,92.7944,2200
426,92.7944,2200
427,92.7944,2200
428,92.7944,1700
429,92.9701,4600
430,92.9701,1700
431,92.9701,4600
432,91.3884,1000
433,91.5641,1000
434,93.6731,5500
435,93.4974,5700
436,93.4974,5900
437,93.4974,5900
438,93.4974,6000
439,93.4974,10500
440,93.4974,10700
441,93.4974,5800
442,93.4974,5700
443,93.4974,5700
444,93.3216,5800
445,93.4974,5900
446,93.3216,6000
447,93.4974,6000
448,93.4974,6000
449,93.4974,6000
450,93.3216,6000
451,93.4974,6000
452,93.3216,6100
453,93.4974,6000
454,93.4974,7300
455,93.4974,7700
456,93.4974,7700
457,93.4974,8900
458,93.4974,4000
459,93.4974,3700
460,93.4974,3600
461,93.4974,3600
462,93.6731,7800
463,93.6731,12900
464,93.6731,13200
465,93.6731,13500
466,93.6731,13300
467,93.6731,13600
468,93.6731,13400
469,93.6731,13600
470,93.6731,13500
471,93.6731,13500
472,93.6731,13700
473,93.6731,13400
474,93.6731,13600
475,93.6731,13600
476,93.6731,41100
477,93.6731,41500
478,93.6731,41500
479,93.6731,41500
480,93.6731,41400
481,93.6731,41500
482,93.6731,41500
483,93.6731,41600
484,93.6731,41400
485,93.6731,41500
486,93.6731,41300
487,93.6731,41300
488,93.6731,41400
489,93.6731,41400
490,93.6731,41500
491,93.6731,41400
492,93.6731,41200
493,93.6731,41500
494,93.6731,41300
495,93.6731,41200
496,93.6731,41500
497,93.6731,41100
498,93.6731,41200
499,93.6731,41300
500,93.6731,41400
501,93.6731,41400
502,93.6731,41300
503,93.6731,41100
504,93.6731,41200
505,93.6731,41300
506,93.6731,41000
507,93.8489,6600
508,93.6731,11900
509,93.6731,12100
510,93.6731,12100
511,93.6731,12400
512,93.6731,12400
513,93.6731,12400
514,93.6731,12000
515,93.8489,10600
516,93.6731,10300
517,93.8489,10600
518,93.6731,10300
519,93.6731,10300
520,93.8489,10000
521,93.8489,37200
522,93.8489,37900
523,93.8489,37800
524,93.8489,41200
525,93.8489,41600
526,93.8489,41800
527,93.8489,41700
528,93.8489,41600
529,93.8489,41700
530,93.8489,41800
531,93.8489,41900
532,93.8489,41700
533,93.8489,41700
534,93.8489,41800
535,93.8489,95200
536,93.8489,99800
537,93.3216,55100
538,93.8489,99600
539,93.8489,99300
540,93.3216,95200
541,93.3216,55700
542,93.8489,47200
543,93.8489,59500
544,93.8489,60600
545,93.8489,61000
546,93.8489,61000
547,93.8489,61000
548,93.8489,71500
549,93.8489,72200
550,93.8489,72300
551,93.8489,72300
552,93.8489,72200
553,93.8489,72200
554,93.8489,72200
555,93.8489,72200
556,93.8489,72000
557,93.8489,72000
558,93.3216,55300
559,93.6731,72600
560,93.6731,74000
561,93.6731,74000
562,92.2671,85900
563,91.7399,96300
564,91.7399,98300
565,93.3216,95600
566,93.4974,100000
567,93.4974,99500
568,93.6731,15600
569,93.6731,17200
